user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_024275415_1_ASM2427541v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp024275415	GCA_024275415.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp024275415	100.0	0.999	GCA_024275415.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp024275415	100.0	0.999	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.57	11	N/A	N/A
GCA_024276395_1_ASM2427639v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__JAJRXH01;s__JAJRXH01 sp024276395	GCA_024276395.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__JAJRXH01;s__JAJRXH01 sp024276395	100.0	0.998	GCA_024276395.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__JAJRXH01;s__JAJRXH01 sp024276395	100.0	0.998	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__S146-22;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	70.84	11	N/A	N/A
GCA_024276795_1_ASM2427679v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__JAJRWK01;g__JAJRWK01;s__JAJRWK01 sp024276795	GCA_024276795.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__JAJRWK01;g__JAJRWK01;s__JAJRWK01 sp024276795	100.0	0.997	GCA_024276795.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__JAJRWK01;g__JAJRWK01;s__JAJRWK01 sp024276795	100.0	0.997	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__JAJRWK01;g__JAJRWK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.19	11	N/A	N/A
GCA_024276825_1_ASM2427682v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__JAJRWI01 sp024276825	GCA_024276825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__JAJRWI01 sp024276825	100.0	1.0	GCA_024276825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__JAJRWI01 sp024276825	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.39	11	N/A	N/A
GCA_024278115_1_ASM2427811v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	GCA_024280435.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	99.54	0.86	GCA_024280435.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	99.54	0.86	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.62	11	N/A	N/A
GCA_024280435_1_ASM2428043v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	GCA_024280435.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	100.0	1.0	GCA_024280435.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01 sp024280435	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.56	11	N/A	N/A
GCA_024720815_1_ASM2472081v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.75	0.959	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.75	0.959	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.2	11	N/A	N/A
GCA_024720835_1_ASM2472083v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.03	0.841	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.03	0.841	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	49.33	11	N/A	N/A
GCA_024720855_1_ASM2472085v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.92	0.891	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.92	0.891	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	58.4	11	N/A	N/A
GCA_024720875_1_ASM2472087v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.76	0.971	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.76	0.971	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.23	11	N/A	N/A
GCA_024720895_1_ASM2472089v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.91	0.889	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.91	0.889	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.23	11	N/A	N/A
GCA_024720915_1_ASM2472091v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.74	0.944	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.74	0.944	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	60.95	11	N/A	N/A
GCA_024720935_1_ASM2472093v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.74	0.955	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.74	0.955	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.23	11	N/A	N/A
GCA_024720955_1_ASM2472095v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.72	0.912	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	98.72	0.912	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	63.26	11	N/A	N/A
GCA_024720975_1_ASM2472097v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.99	0.999	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.99	0.999	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.93	11	N/A	N/A
GCA_024720985_1_ASM2472098v1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.76	0.954	GCA_024720975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum symbiosum	99.76	0.954	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.23	11	N/A	N/A
JZ_bin_50	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	GCA_038858525.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	99.88	0.914	GCA_038858525.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__DTBI01 sp019057715	99.88	0.914	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__DTBI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.73	11	N/A	N/A
M288	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__JAHQWF01 sp026993975	GCA_026993975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__JAHQWF01 sp026993975	99.99	0.911	GCA_026993975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__JAHQWF01 sp026993975	99.99	0.911	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.8	11	N/A	N/A
M3_10_Bin_237	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	48.85	11	0.87177	N/A
M3_30_Bin_130	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp016839785	GCA_016839785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp016839785	97.29	0.732	GCA_016839785.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp016839785	97.29	0.732	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	81.65	11	N/A	N/A
M3_30_Bin_136	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification fully defined by topology	N/A	N/A	85.88	11	0.97218	N/A
M3_30_Bin_143	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__LC-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	39.15	11	0.88809	N/A
M3_30_Bin_165	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification fully defined by topology	N/A	N/A	65.95	11	0.94246	N/A
M3_30_Bin_210	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification fully defined by topology	N/A	N/A	83.68	11	0.88569	N/A
M3_30_Bin_238	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	taxonomic classification fully defined by topology	N/A	N/A	91.74	11	0.98117	N/A
M3_30_Bin_242	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	72.22	11	0.87075	N/A
M3_30_Bin_276	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification fully defined by topology	N/A	N/A	75.38	11	0.94124	N/A
M3_30_Bin_286	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	N/A	N/A	N/A	N/A	N/A	GCA_001940705.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	90.72	0.35	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification defined by topology and ANI	N/A	N/A	48.55	11	0.98711	N/A
M3_30_Bin_336	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	GCA_023270155.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023270155	91.82	0.484	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030631995.1, s__UBA460 sp030631995, 95.0, 90.28, 0.468; GCA_013166775.1, s__UBA460 sp013166775, 95.0, 89.4, 0.354	84.5	11	0.99056	N/A
M3_30_Bin_353	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification fully defined by topology	N/A	N/A	60.37	11	0.92869	N/A
M3_30_Bin_364	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	76.38	11	0.55815	N/A
M3_30_Bin_42	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.97	11	0.62835	N/A
M3_30_Bin_48	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification fully defined by topology	N/A	N/A	49.14	11	0.93951	N/A
M3_30_Bin_73	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	75.33	11	0.87048	N/A
M3_38_Bin_107	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	taxonomic classification fully defined by topology	N/A	N/A	87.45	11	0.98153	N/A
M3_38_Bin_135_clean	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__	taxonomic classification fully defined by topology	N/A	N/A	65.47	11	0.94069	N/A
M3_38_Bin_151	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	53.09	11	0.86934	N/A
M3_38_Bin_171_clean	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__	taxonomic classification fully defined by topology	N/A	N/A	82.62	11	0.96649	N/A
M3_38_Bin_173_clean	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.72	11	0.55176	N/A
M3_38_Bin_18	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	55.71	11	0.56094	N/A
M3_38_Bin_207	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification fully defined by topology	N/A	N/A	63.31	11	0.96901	N/A
M3_38_Bin_22	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	49.27	11	0.54797	Genome has more than 13.2% of markers with multiple hits
M3_38_Bin_235	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	GCA_023270155.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023270155	92.55	0.445	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030631995.1, s__UBA460 sp030631995, 95.0, 90.68, 0.372; GCA_013166775.1, s__UBA460 sp013166775, 95.0, 89.42, 0.319	72.1	11	0.99055	N/A
